
TextDatabase/0.txt

WORD ROOTS COUNT FOR FILE: TextDatabase/0.txt

WORD ROOT	COUNTS		FREQUENCY
             piteous          4.80038e-06         5.56575e-10                   0                   0
              pitfal           4.4484e-06         9.69624e-10                   0                   0
                piti          2.80615e-05         7.09487e-09                   0                   0
             pitiabl           4.4964e-06         9.90664e-10                   0                   0
               pivot           6.7933e-06         1.50874e-09                   0                   0
              piyari          3.82702e-06         7.17658e-10                   0                   0
             placard           2.4079e-06         2.84101e-10                   0                   0
               place          0.000458772         1.46733e-07                   0                   0
               plagu          1.49079e-05         2.84061e-09                   0                   0
               plain          7.45215e-05         1.49288e-08                   0                   0
           plaintiff          9.99001e-06         4.89021e-09                   0                   0
                plan          6.11817e-05         8.77483e-09                   0                   0
              planet           4.7081e-06         1.08614e-09                   0                   0
               plank          7.94475e-06         1.65526e-09                   0                   0
               plant          5.06907e-05          1.3562e-08                   0                   0
            plantain           4.7081e-06         1.08614e-09                   0                   0
             plantat          3.37736e-06         3.25485e-10                   0                   0
               plash          3.69894e-06         3.29445e-10                   0                   0
             plaster          8.67962e-06         1.45387e-09                   0                   0
               plate          2.45624e-05         7.83427e-09                   0                   0
            platform          4.62415e-06         3.59532e-10                   0                   0
             platter          5.76037e-06         1.62591e-09                   0                   0
             plaudit          5.26039e-06         1.35591e-09                   0                   0
            plausibl          7.89266e-06         3.05241e-09                   0                   0
                play          0.000126447         4.23072e-08                   0                   0
              playth          1.04932e-05         5.39523e-09                   0                   0
                plea          4.88489e-06         7.89659e-10                   0                   0
               plead          3.88727e-05         9.75954e-09                   0                   0
             pleader          9.09401e-05         6.93725e-08                   0                   0
               pleas          0.000112907           3.113e-08                   0                   0
            pleasant          1.97669e-05         5.08386e-09                   0                   0
             pleasur          6.76445e-05         1.66547e-08                   0                   0
             pledget           4.4964e-06         9.90664e-10                   0                   0
              plenti          3.79993e-05         6.46374e-09                   0                   0
                 pli          1.52057e-05         2.77179e-09                   0                   0
              plight           9.8334e-06         1.30419e-09                   0                   0
                plot          4.68695e-05         1.18632e-08                   0                   0
               pluck          2.18846e-05         4.72816e-09                   0                   0
                plug          1.95313e-06          1.8692e-10                   0                   0
                plum          5.01253e-06         1.23115e-09                   0                   0
               plume          3.94997e-06         4.08239e-10                   0                   0
               plump          2.21239e-06         2.39839e-10                   0                   0
           plumstead          2.77932e-06         3.78507e-10                   0                   0
             plunder          2.91121e-06         4.15282e-10                   0                   0
               plung          2.62941e-05         7.94026e-09                   0                   0
            plunkett          5.23743e-06          1.3441e-09                   0                   0
            plymouth          1.39373e-06         9.51814e-11                   0                   0
              pocket          4.46065e-05         8.92257e-09                   0                   0
                poem          2.53628e-05         1.24992e-08                   0                   0
                poet          2.14454e-05         2.25354e-08                   0                   0
              poetri          6.87708e-06          1.2074e-09                   0                   0
               point          0.000240659         7.98219e-08                   0                   0
             pointer          2.14454e-06         2.25354e-10                   0                   0
              poison          7.18454e-05         2.74618e-08                   0                   0
                poke          1.85304e-05         4.10709e-09                   0                   0
              poland          1.30548e-05           8.351e-09                   0                   0
                pole          1.92046e-05         5.41282e-09                   0                   0
               polic          0.000219433          1.8623e-07                   0                   0
           policeman          2.44472e-05         1.14631e-08                   0                   0
           policemen           7.0062e-06         1.48689e-09                   0                   0
        polichinello           4.4484e-06         9.69624e-10                   0                   0
              polici          1.26902e-05         1.61404e-09                   0                   0
              polish          2.14454e-06         2.25354e-10                   0                   0
               polit          1.60901e-05          2.0278e-09                   0                   0
          politician          2.80331e-06         2.07285e-10                   0                   0
               polyp           4.4964e-06         9.90664e-10                   0                   0
          polyphemus           2.3762e-05         1.36425e-08                   0                   0
                 pom          2.19021e-05         1.28201e-08                   0                   0
                pomp          4.87092e-06         1.16257e-09                   0                   0
             pompous          2.55624e-06         3.20183e-10                   0                   0
                pond          1.57159e-05         6.32353e-09                   0                   0
              ponder          2.10926e-05         5.72743e-09                   0                   0
             pondhil          2.77932e-06         3.78507e-10                   0                   0
                poni          5.26039e-06         1.35591e-09                   0                   0
          pontefract          4.05597e-06         8.06095e-10                   0                   0
             pontoon          9.16238e-06         1.01426e-09                   0                   0
                pooh          1.93892e-06         1.84212e-10                   0                   0
                poor          0.000345358          2.2441e-07                   0                   0
              poorer           7.2048e-06         8.37551e-10                   0                   0
             poorest           1.8498e-06         1.67666e-10                   0                   0
                 pop           5.1573e-06         1.30329e-09                   0                   0
                popa          7.92374e-06         1.61724e-09                   0                   0
              poplar          1.32733e-05         2.29702e-09                   0                   0
               poppi          7.97276e-06         1.84026e-09                   0                   0
               popul          1.28302e-05         1.67205e-09                   0                   0
             populac          1.83379e-05         3.31117e-09                   0                   0
               porch          1.68382e-05           6.407e-09                   0                   0
                pore           1.2215e-05         4.67569e-09                   0                   0
            porphyri          2.91121e-06         4.15282e-10                   0                   0
                port          9.91643e-05         4.78414e-08                   0                   0
             portico          6.40152e-06         1.13917e-09                   0                   0
             portion          3.40204e-05         6.81466e-09                   0                   0
            portland           1.8498e-06         1.67666e-10                   0                   0
             portman           1.8498e-06         1.67666e-10                   0                   0
            portrait          2.14454e-06         2.25354e-10                   0                   0
          portsmouth          3.69959e-06         6.70662e-10                   0                   0
                posi          3.63901e-06         6.48877e-10                   0                   0
           posilippo          4.12712e-06         8.34621e-10                   0                   0
               posit          0.000256102         1.85376e-07                   0                   0
                poss           5.1573e-06         1.30329e-09                   0                   0
             possess          0.000120113         2.03693e-08                   0                   0
             possibl          0.000161558         3.98011e-08                   0                   0
                post          0.000124529         5.61041e-08                   0                   0
              postal          1.39373e-06         9.51814e-11                   0                   0
              poster          8.62715e-06         1.64861e-09                   0                   0
             postman          2.90839e-06         4.14477e-10                   0                   0
            postmast          1.95313e-06          1.8692e-10                   0                   0
             postpon          7.83085e-06         3.00479e-09                   0                   0
                 pot          2.66727e-05         9.47965e-09                   0                   0
              potato          5.26039e-06         1.35591e-09                   0                   0
             potsdam          5.90577e-06         9.58755e-10                   0                   0
              pottag          5.76037e-06         1.62591e-09                   0                   0
              potter          1.95313e-06          1.8692e-10                   0                   0
             potteri           2.4079e-06         2.84101e-10                   0                   0
              potton           4.8158e-06          1.1364e-09                   0                   0
               pouch          3.42171e-06         2.91052e-10                   0                   0
             poultic           4.4964e-06         9.90664e-10                   0                   0
               pounc          1.04932e-05         5.39523e-09                   0                   0
               pound          9.44818e-06         1.05639e-09                   0                   0
             pounder          1.50699e-05         6.17586e-09                   0                   0
                pour          8.30015e-05         1.60703e-08                   0                   0
             poverti          6.10346e-06         9.00453e-10                   0                   0
              powder          2.43258e-05         1.00976e-08                   0                   0
               power          0.000142837         4.99985e-08                   0                   0
           powerless          3.37736e-06         3.25485e-10                   0                   0
            pozzuolo          2.21239e-06         2.39839e-10                   0                   0
             practic          3.69235e-05         8.62729e-09                   0                   0
             practis          2.11444e-05         3.66834e-09                   0                   0
              prairi          2.14454e-06         2.25354e-10                   0                   0
               prais          3.98376e-05          1.1174e-08                   0                   0
           prajapati          3.91543e-06         7.51198e-10                   0                   0
               pranc          1.39373e-06         9.51814e-11                   0                   0
              prattl          5.76037e-06         1.62591e-09                   0                   0
                pray           5.0503e-05         1.37837e-08                   0                   0
              prayer          3.47566e-05          1.3686e-08                   0                   0
                 pre          2.92259e-06         2.29186e-10                   0                   0
           prearrang          1.82083e-06         1.62456e-10                   0                   0
             precari          1.82083e-06         1.62456e-10                   0                   0
             precaut          2.11371e-05         7.81906e-09                   0                   0
              preced          3.47538e-05         1.15673e-08                   0                   0
           preceptor          4.35161e-06         9.27889e-10                   0                   0
            precious          2.20788e-05         5.88006e-09                   0                   0
            precipic           4.4484e-06         9.69624e-10                   0                   0
            precipit          9.07791e-06         1.46885e-09                   0                   0
              precis          6.29217e-06         1.12239e-09                   0                   0
          precursori           5.2616e-06         7.25424e-10                   0                   0
             predica          6.66122e-06         1.25467e-09                   0                   0
             predict          4.16551e-06         4.18117e-10                   0                   0
              prefer          3.03238e-05         1.28806e-08                   0                   0
            pregnant          5.76037e-06         1.62591e-09                   0                   0
            prejudic          1.81135e-05         9.60663e-09                   0                   0
         preliminari          2.19537e-05         4.23895e-09                   0                   0
            prematur          1.83385e-06         1.64788e-10                   0                   0
            premedit          1.74581e-06         1.49345e-10                   0                   0
             premier          1.82083e-06         1.62456e-10                   0                   0
              premis          1.34318e-05         2.39553e-09                   0                   0
             premium           1.8498e-06         1.67666e-10                   0                   0
             prentic          9.69462e-07          4.6053e-11                   0                   0
              prepar          0.000134515         2.81727e-08                   0                   0
            prepared          9.69462e-07          4.6053e-11                   0                   0
           preposter          1.83385e-06         1.64788e-10                   0                   0
            prescrib          1.46268e-05           3.354e-09                   0                   0
           prescript            4.995e-06         1.22255e-09                   0                   0
             presenc          5.98923e-05         1.41926e-08                   0                   0
             present          0.000292957          1.2434e-07                   0                   0
             preserv          4.73606e-05          3.7788e-08                   0                   0
               press          0.000128349         3.85906e-08                   0                   0
             pressur          7.87012e-06         1.51391e-09                   0                   0
             preston          5.54939e-06         1.50899e-09                   0                   0
            presumpt            4.995e-06         1.22255e-09                   0                   0
           presumptu          9.76568e-06         2.28886e-09                   0                   0
             pretenc          5.26039e-06         1.35591e-09                   0                   0
             pretend          3.17519e-05         6.71748e-09                   0                   0
             pretext          1.14275e-05         2.19287e-09                   0                   0
              pretti          0.000124951         3.79773e-08                   0                   0
           prettiest            6.227e-06         9.58229e-10                   0                   0
            preussen          7.40146e-06         1.39966e-09                   0                   0
             prevail          3.27546e-05         8.43526e-09                   0                   0
              preval          1.39373e-06         9.51814e-11                   0                   0
             prevent          5.56233e-05         1.07168e-08                   0                   0
            previous          5.92851e-05         1.04968e-08                   0                   0
                prey          1.83385e-06         1.64788e-10                   0                   0
                 pri          1.15828e-05         3.21996e-09                   0                   0
               price          3.88237e-05          6.2067e-09                   0                   0
               prick          1.23317e-05         2.57342e-09                   0                   0
               pride          2.76635e-05         4.02669e-09                   0                   0
              priest          2.28349e-05         1.30373e-08                   0                   0
                prim          3.82702e-06         7.17658e-10                   0                   0
               princ          0.000392365         8.77067e-07                   0                   0
            princess          2.74422e-05         7.10765e-09                   0                   0
             princip          5.51609e-05         2.36958e-08                   0                   0
            principl          3.30469e-06         5.35129e-10                   0                   0
               print          2.88611e-05         8.07227e-09                   0                   0
               prior          1.65728e-05         7.22317e-09                   0                   0
               prise          2.02799e-06         2.01524e-10                   0                   0
              prison          8.54764e-05         2.82712e-08                   0                   0
              prithe          1.07729e-05         2.79931e-09                   0                   0
              privat          6.22914e-05         1.53788e-08                   0                   0
               privi          9.69462e-07          4.6053e-11                   0                   0
            privileg          5.28541e-06         1.36884e-09                   0                   0
               priya          0.000119398         5.37745e-07                   0                   0
           priyanath          5.77367e-06         1.63343e-09                   0                   0
               prize           4.4964e-06         9.90664e-10                   0                   0
                 pro          6.35916e-06         6.48101e-10                   0                   0
             probabl          0.000153124         1.33105e-07                   0                   0
              probat          4.87092e-06         1.16257e-09                   0                   0
        probationari          2.58799e-06         3.28187e-10                   0                   0
               probe          1.74581e-06         1.49345e-10                   0                   0
             probiti          4.87092e-06         1.16257e-09                   0                   0
             problem          1.83385e-06         1.64788e-10                   0                   0
            procedur          6.21057e-06         9.35105e-10                   0                   0
             proceed          0.000106379         2.66467e-08                   0                   0
             process          4.99568e-05          9.5339e-09                   0                   0
            proclaim          7.92498e-06         1.01788e-09                   0                   0
             proclam          0.000102536         4.16298e-08                   0                   0
              procur          5.66217e-05          2.3407e-08                   0                   0
                prod          1.56781e-05         6.61842e-09                   0                   0
              prodig          2.21239e-06         2.39839e-10                   0                   0
              produc          8.92059e-05         2.39082e-08                   0                   0
             product          1.37612e-05         4.64732e-09                   0                   0
             profess          1.42969e-05         3.23341e-09                   0                   0
             proffer          1.40274e-05         3.08725e-09                   0                   0
              profit          4.57247e-05         1.63519e-08                   0                   0
          profligaci          3.30469e-06         5.35129e-10                   0                   0
            profound          2.13747e-05         4.61076e-09                   0                   0
              profus          9.21378e-06         1.37395e-09                   0                   0
            programm          4.77109e-06         4.11252e-10                   0                   0
            progress           6.7256e-05         2.04718e-08                   0                   0
            prohibit          5.28541e-06         1.36884e-09                   0                   0
             project          7.40761e-06         1.37977e-09                   0                   0
           projectil          4.73045e-05         2.46165e-08                   0                   0
             prolong          9.69462e-07          4.6053e-11                   0                   0
            promenad           3.4118e-06          5.7038e-10                   0                   0
              promis          0.000222896         7.34289e-08                   0                   0
          promissori          5.77367e-06         1.63343e-09                   0                   0
              promot          2.58799e-06         3.28187e-10                   0                   0
              prompt          5.22353e-05         1.30274e-08                   0                   0
             promulg           2.4079e-06         2.84101e-10                   0                   0
            pronounc          1.14098e-05         2.63363e-09                   0                   0
               proof          5.52776e-05         3.40079e-08                   0                   0
                prop          4.80038e-06         5.56575e-10                   0                   0
              propel           4.1319e-06         4.15751e-10                   0                   0
             propens          7.89266e-06         3.05241e-09                   0                   0
              proper          3.27849e-05         7.11851e-09                   0                   0
            properti          0.000141581         1.14574e-07                   0                   0
            propheci          1.74581e-06         1.49345e-10                   0                   0
            prophesi          2.86406e-05         8.49634e-09                   0                   0
             prophet          1.04039e-05          1.5763e-09                   0                   0
             propiti           4.7081e-06         1.08614e-09                   0                   0
             proport           3.5441e-05         1.30824e-08                   0                   0
              propos          5.46086e-05         2.19059e-08                   0                   0
            proposit          9.85465e-06         1.33894e-09                   0                   0
          proprietor          2.69262e-05         7.07223e-09                   0                   0
                pros          2.79877e-06         3.83822e-10                   0                   0
            prosecut          2.90129e-05         5.48471e-09                   0                   0
          prosecutor          8.82202e-06         1.90198e-09                   0                   0
            prospect          3.38407e-05         9.70132e-09                   0                   0
             prosper          2.56729e-05         5.32623e-09                   0                   0
            prostrat          1.29106e-05         2.78943e-09                   0                   0
             protect          8.09832e-05         2.12804e-08                   0                   0
           protector          8.24043e-06         1.69427e-09                   0                   0
             protest           6.4749e-05         2.12889e-08                   0                   0
            protract          2.02799e-06         2.01524e-10                   0                   0
             protrud          9.69462e-07          4.6053e-11                   0                   0
               proud          1.47378e-05         1.67138e-09                   0                   0
               prove          0.000149853         3.04053e-08                   0                   0
             provend          1.39373e-06         9.51814e-11                   0                   0
             proverb          6.63717e-06         2.15855e-09                   0                   0
            proverbi           1.2107e-05         2.11739e-09                   0                   0
              provid          0.000121221         3.28485e-08                   0                   0
             provinc          2.02096e-05         4.76589e-09                   0                   0
              provis          3.37556e-05         5.69723e-09                   0                   0
              provoc          1.25433e-05         2.58278e-09                   0                   0
              provok          1.82083e-06         1.62456e-10                   0                   0
                prow          1.83385e-06         1.64788e-10                   0                   0
               prowl          1.04932e-05         5.39523e-09                   0                   0
                prox          3.31675e-06         5.39041e-10                   0                   0
              proxim          2.02799e-06         2.01524e-10                   0                   0
               prude          2.91121e-06         4.15282e-10                   0                   0
             prudenc          2.79877e-06         3.83822e-10                   0                   0
             prudent          3.86847e-06         7.33289e-10                   0                   0
               prune          1.17371e-05          6.7502e-09                   0                   0
               psalm          2.58799e-06         3.28187e-10                   0                   0
           psycholog          9.69462e-07          4.6053e-11                   0                   0
             puberti          3.91543e-06         7.51198e-10                   0                   0
              public          0.000123791         7.83193e-08                   0                   0
             publish          3.62742e-05         1.74251e-08                   0                   0
                 pud          4.12712e-06         8.34621e-10                   0                   0
               puddl          2.14454e-06         2.25354e-10                   0                   0
                 puf          1.02554e-05         2.52592e-09                   0                   0
                puff          3.28053e-06         3.03283e-10                   0                   0
                 puj          1.00282e-05         2.41561e-09                   0                   0
          pujardálán          3.30469e-06         5.35129e-10                   0                   0
                puli           4.7081e-06         1.08614e-09                   0                   0
               pulin          0.000134136         5.64691e-07                   0                   0
                pull          5.63966e-05         2.23628e-08                   0                   0
                puls          1.02725e-05         2.75676e-09                   0                   0
              pummel          3.31675e-06         5.39041e-10                   0                   0
                pump          7.07938e-06         1.08246e-09                   0                   0
             pumpkin          3.63901e-06         6.48877e-10                   0                   0
            punctili            4.995e-06         1.22255e-09                   0                   0
            punctual          1.70569e-05         3.05626e-09                   0                   0
            punctuat          3.86847e-06         7.33289e-10                   0                   0
             punctur          3.90625e-06         7.47681e-10                   0                   0
              punish          5.62806e-05          1.4961e-08                   0                   0
              punjab          5.77367e-06         1.63343e-09                   0                   0
               pupil           6.9043e-06         1.25311e-09                   0                   0
             purchas           5.9158e-05         2.50387e-08                   0                   0
         purdanashin            4.995e-06         1.22255e-09                   0                   0
              purest          3.82702e-06         7.17658e-10                   0                   0
           purgatori          5.28541e-06         1.36884e-09                   0                   0
            purleigh          1.55114e-05         1.17896e-08                   0                   0
             purohit          1.10886e-05         1.93787e-09                   0                   0
             purport          1.53418e-05         3.73076e-09                   0                   0
              purpos          4.22596e-05         1.17616e-08                   0                   0
                purs          2.28662e-05         4.73093e-09                   0                   0
               pursu          3.76388e-05         2.21026e-08                   0                   0
            pursuanc           3.4118e-06          5.7038e-10                   0                   0
             pursuit          1.04927e-05         1.99281e-09                   0                   0
                push          4.90518e-05         1.12054e-08                   0                   0
                puss          5.01253e-06         1.23115e-09                   0                   0
           pussyship          5.01253e-06         1.23115e-09                   0                   0
                 put          0.000305998         1.06172e-07                   0                   0
               puzzl           1.5606e-05         3.05579e-09                   0                   0
                pyre          4.87092e-06         1.16257e-09                   0                   0
                 pák          3.30469e-06         5.35129e-10                   0                   0
                pákk          3.91543e-06         7.51198e-10                   0                   0
                 pál          9.99001e-06         4.89021e-09                   0                   0
               páona          3.30469e-06         5.35129e-10                   0                   0
                 pár          3.30469e-06         5.35129e-10                   0                   0
            pépinièr          1.39373e-06         9.51814e-11                   0                   0
               quack          4.28908e-06         9.01416e-10                   0                   0
              quaint          6.94246e-06         5.63141e-10                   0                   0
                quak          6.93069e-06         1.42327e-09                   0                   0
              qualif          7.22012e-06         1.26045e-09                   0                   0
             qualiti          1.08592e-05         2.37451e-09                   0                   0
            quantiti          4.96398e-05         1.38985e-08                   0                   0
                quar          2.55624e-06         3.20183e-10                   0                   0
             quarrel          2.34794e-05         5.73483e-09                   0                   0
             quarter          9.82151e-05         2.48763e-08                   0                   0
               quash          5.77367e-06         1.63343e-09                   0                   0
              quaver          1.74581e-06         1.49345e-10                   0                   0
                quay          1.85023e-05         8.29504e-09                   0                   0
               queen           0.00019897         4.39945e-07                   0                   0
         queensferri          3.64166e-06         6.49823e-10                   0                   0
               queer          4.80731e-06         5.68758e-10                   0                   0
               quell          1.39373e-06         9.51814e-11                   0                   0
               queri          6.04786e-06         8.99711e-10                   0                   0
               quest          5.86854e-06         1.68755e-09                   0                   0
            question          0.000128574         4.00641e-08                   0                   0
                 qui          5.19819e-06         4.75641e-10                   0                   0
               quick           0.00019605         5.09926e-08                   0                   0
            quickear          1.23813e-05         7.51159e-09                   0                   0
             quicken          1.95313e-06          1.8692e-10                   0                   0
             quicker          9.69462e-07          4.6053e-11                   0                   0
           quicksilv           5.1236e-06         6.42239e-10                   0                   0
               quiet          8.37688e-05         2.21843e-08                   0                   0
              quinin          2.58799e-06         3.28187e-10                   0                   0
            quintess          2.21239e-06         2.39839e-10                   0                   0
                quit          0.000269791         8.69075e-08                   0                   0
                quot          4.27415e-06         5.74774e-10                   0                   0
              quotum          1.04932e-05         5.39523e-09                   0                   0
               quran          9.81796e-06         2.31745e-09                   0                   0
                   r          8.77673e-06         2.44179e-09                   0                   0
              rabbit          1.35343e-05         4.97978e-09                   0                   0
                race          2.88778e-05         1.54612e-08                   0                   0
           racecours           1.8498e-06         1.67666e-10                   0                   0
             radford           2.4079e-06         2.84101e-10                   0                   0
             radianc          9.69462e-07          4.6053e-11                   0                   0
              radius          6.55103e-06         1.38409e-09                   0                   0
               rafal           2.4079e-06         2.84101e-10                   0                   0
              rafter          3.16511e-05         9.99327e-09                   0                   0
                 rag          3.85129e-05         1.11735e-08                   0                   0
          ragamuffin          5.01253e-06         1.23115e-09                   0                   0
                rage            4.523e-05          1.0851e-08                   0                   0
             raggedi          4.28908e-06         9.01416e-10                   0                   0
              ragout          3.63901e-06         6.48877e-10                   0                   0
                 rai           5.1573e-06         1.30329e-09                   0                   0
                raid          2.02799e-06         2.01524e-10                   0                   0
                rail          1.24047e-05         1.47051e-09                   0                   0
             railway          9.03774e-05          3.2935e-08                   0                   0
                rain          4.18082e-05         1.03488e-08                   0                   0
               raini           7.2544e-06         1.48286e-09                   0                   0
                rais          0.000108688         3.06689e-08                   0                   0
            rajshahi          3.30469e-06         5.35129e-10                   0                   0
                rake          1.31987e-05         2.75057e-09                   0                   0
                 ram          9.19346e-06          1.4968e-09                   0                   0
              ramani          0.000176465         7.68633e-07                   0                   0
               rambl          2.14454e-06         2.25354e-10                   0                   0
             rampart          9.69462e-07          4.6053e-11                   0                   0
              ramzán          0.000158406         1.22953e-06                   0                   0
                 ran          0.000228213         4.16381e-08                   0                   0
                rang          7.56002e-05         4.71116e-08                   0                   0
                rank          1.12408e-05         1.41621e-09                   0                   0
             ransack          5.76037e-06         1.62591e-09                   0                   0
               rapid          7.08642e-05         1.87488e-08                   0                   0
              raptur          5.28541e-06         1.36884e-09                   0                   0
                rare          1.56505e-05         6.59029e-09                   0                   0
                 ras          2.14454e-06         2.25354e-10                   0                   0
              rascal          4.58551e-05         2.39683e-08                   0                   0
                rash          3.91543e-06         7.51198e-10                   0                   0
          rashbehari          1.16054e-05          6.5996e-09                   0                   0
          rashbehári          2.92255e-05         4.18524e-08                   0                   0
                rasp          2.14454e-06         2.25354e-10                   0                   0
               rassi          2.58799e-06         3.28187e-10                   0                   0
                rate          7.77327e-05         4.25276e-08                   0                   0
                rath          1.39373e-06         9.51814e-11                   0                   0
              rather          6.89579e-05         1.32019e-08                   0                   0
              ration          6.31316e-06          7.2235e-10                   0                   0
            ratnapur          2.53814e-05         1.29467e-08                   0                   0
               rattl          2.76188e-05         3.98608e-09                   0                   0
               rauch          2.55624e-06         3.20183e-10                   0                   0
               ravin          1.02672e-05         2.53001e-09                   0                   0
           ravingham          1.74581e-06         1.49345e-10                   0                   0
                 raw          8.65023e-05         1.30142e-07                   0                   0
                 ray          1.38696e-05         2.07603e-09                   0                   0
            rayleigh          3.33265e-06         2.73989e-10                   0                   0
                  rd          2.37834e-05         4.20143e-09                   0                   0
                  re          4.83398e-05         1.07987e-08                   0                   0
               reach          0.000187869         3.63177e-08                   0                   0
                read          0.000101859         3.05691e-08                   0                   0
              reader          4.26577e-05         1.52947e-08                   0                   0
               readi          0.000112526         2.43572e-08                   0                   0
             readili          5.77367e-06         1.63343e-09                   0                   0
                real          3.39294e-05         5.48324e-09                   0                   0
              realis          4.74663e-05         1.05374e-08                   0                   0
             realiti           6.4835e-06         6.89983e-10                   0                   0
              realli          5.91578e-05         1.00432e-08                   0                   0
                reap           1.1503e-05         2.26315e-09                   0                   0
            reappear          1.95313e-06          1.8692e-10                   0                   0
               reapt          4.92368e-06         1.18789e-09                   0                   0
                rear          7.00882e-05         3.19122e-08                   0                   0
            rearward          2.31107e-06         2.61711e-10                   0                   0
              reason          0.000129209         3.86796e-08                   0                   0
             reassur          1.82174e-05         5.33918e-09                   0                   0
           rebellion          3.31675e-06         5.39041e-10                   0                   0
              rebuff          9.76568e-06         2.28886e-09                   0                   0
             rebuild          3.30469e-06         5.35129e-10                   0                   0
               rebuk          5.77367e-06         1.63343e-09                   0                   0
               rebut          3.31675e-06         5.39041e-10                   0                   0
               recal          1.41324e-05         1.93692e-09                   0                   0
               reced          4.14492e-06         4.18023e-10                   0                   0
